Date,State,Estimated_Migrant_Workers,GSDP_per_capita_Lakhs,Avg_Wage,Unemployment_Rate_%,Corn_Yield_kg_per_ha,Rice_Yield_kg_per_ha,Wheat_Yield_kg_per_ha,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,PS,Population,Predicted_Migrant_Workers
2026-08,Andhra Pradesh,0,21.028095217982425,28667.780381120912,6.4734028921200855,2532.2521628606933,3002.853833516436,2776.879671924133,28.504268908339064,78.78796236977897,3.1261737062337565,4.833652087866953,16.3482470791157,99.57729992361696,99794333.59890027,27306.592
2026-09,Andhra Pradesh,0,21.408101527384463,28565.03629358613,6.2656398474992745,2475.367634098863,3186.054736777237,2789.4742166426217,27.89738892094016,83.34076831424403,2.2347320374576576,4.886509786857143,16.399393513323297,99.73033236270788,99878618.67518193,27306.592
2026-10,Andhra Pradesh,0,21.99478406223024,28484.66366932443,6.055177532810786,2536.827696104563,3005.0821402696683,2975.4651931648323,26.88006527984556,83.77565823274864,1.7959976884198898,5.417708245693346,15.541180644073286,100.06407935267508,99962656.77472436,28373.766
2026-11,Andhra Pradesh,0,22.668832594686748,28581.134520039664,6.267331784331582,2535.260521020027,3147.044512346045,2898.018431543621,24.771769323657885,83.97551314278682,1.9894795893478936,2.5581667863614674,14.412315683341475,100.35277462733174,100046975.4539996,27481.406
2026-12,Andhra Pradesh,0,22.263693933014096,28411.87875240677,5.6736408568926375,2466.073539790677,3130.767665246617,2859.6910794129994,23.40159740499238,79.98611563109297,1.9290783104816005,1.2972548757918203,13.934658946251265,100.5013786435618,100131176.74933378,27306.592
2027-01,Andhra Pradesh,0,19.96674803056149,29117.549786686646,5.858571745473695,2502.389645555066,3114.723830400601,2672.4455537178146,24.00963141399493,74.2685518238596,1.8915705409495844,0.3737077868876937,15.803189226759567,100.5400639247674,100215166.15760666,28137.717
2027-02,Andhra Pradesh,0,21.88705865140219,29067.25898488815,5.924421142187977,2576.214386995101,3154.004830291518,2816.7704876543294,26.54391115133479,66.75066197128149,2.309578061352349,0.4451356558811004,18.94513823413816,100.41673924357237,100299468.53357,27306.592
2027-03,Andhra Pradesh,0,21.69968109751271,29179.1300153216,6.130472147374593,2624.438660891416,3073.641789426097,2786.582754810423,29.637751966363624,60.89000801038997,2.6264998836500864,0.189379061376063,21.151887735698423,100.18656284749764,100379918.42682002,27306.592
2027-04,Andhra Pradesh,0,20.42258970932937,28916.01019457844,6.300540871861228,2432.477070088704,3141.808229217012,2791.0187041394856,31.81134409828081,60.55405099723855,3.130392441337062,0.6853358329060311,22.334552817838063,99.95148723334108,100465314.59609202,27306.592
2027-05,Andhra Pradesh,0,21.20774069730273,28941.669916984567,6.330681229485585,2584.5013602236563,3048.733207499607,2951.8671823049563,33.753110169538594,57.30707372944238,3.182833446297753,1.5346857566490852,21.292854536896726,99.5857293033828,100550315.69481796,27481.406
2027-06,Andhra Pradesh,0,22.04014040048201,29082.77215907164,6.27877920198787,2347.3645637708546,3008.2121635024296,2938.247323564468,31.494561715684213,65.33924924121219,3.573959731398067,3.3668954830791,18.19200042219596,99.44589041166056,100635123.55583964,27481.406
2027-07,Andhra Pradesh,0,21.53939842798991,29101.824597824238,6.289614215607229,2586.1410022383398,3123.404208436095,2694.8257809449933,29.41891209412536,73.17063662126185,3.960997962378911,5.070018514306279,15.56116861216239,99.489952299662,100719304.11237514,27306.592
2027-08,Andhra Pradesh,0,21.422385152973405,29281.399891135992,6.479654006212583,2563.464360810274,2985.922019239678,2757.5791030031355,28.32519461788001,79.84458530538018,3.0939334589715157,4.586497609718853,15.942133444428878,99.57679406057288,100803447.11337918,27306.592
2027-09,Andhra Pradesh,0,21.80948326546988,29109.99975350256,6.238859256670154,2455.815973197639,3331.61688446925,2772.360911565126,27.886603062732625,83.76421900789228,2.2539294347336694,4.664176390894452,16.524123436287788,99.7242750634983,100887492.0184663,27306.592
2027-10,Andhra Pradesh,0,22.422962032633684,29042.46623981301,6.078666631802837,2566.442828600961,2872.310535998085,2984.43306833238,26.946207456983647,83.97427272012159,1.7776583438583835,5.741514459242528,15.472507418631826,100.08061821639112,100971219.15699242,28373.766
2027-11,Andhra Pradesh,0,23.056227053409305,29170.924850312604,6.30328527458742,2576.696540465493,3171.6804748927334,2991.645223886522,24.810030408912667,84.40961995665985,1.9429946241974747,2.175047085198681,14.410800769337866,100.35181024049012,101055443.44895788,27542.64
2027-12,Andhra Pradesh,0,22.650921253091653,28847.83954897004,5.657408016610665,2368.1317127619336,3133.107836649785,2787.67072357503,23.45159781150529,80.65133506785303,1.949157833315359,1.724697471732792,13.372502984047642,100.49406546243696,101139743.22533762,27306.592
2028-01,Andhra Pradesh,0,20.3421049914012,29704.318407839968,5.86889718163318,2519.503260836796,3193.084538674923,2668.8253398732563,23.876467803293703,74.86567375257987,1.884634742176145,0.3709617409776866,16.099582756705765,100.54164536613864,101225009.80033724,28137.717
2028-02,Andhra Pradesh,0,22.289928461018512,29635.82607520144,5.903262506640343,2600.9571960485214,3166.052250533712,2812.884088113148,26.613280621552367,67.72496105605158,2.3640745000786514,0.428489577541761,18.711868679497552,100.41598636277293,101309503.19790712,27306.592
2028-03,Andhra Pradesh,0,22.05546410410489,29405.56155460704,6.089784361085591,2621.7938834698466,3177.1569545833718,2735.223667542926,29.76088403661344,62.185828349195184,2.7677238150131083,0.5746035689833471,20.961989517677797,100.18240565077136,101395134.94022828,27306.592
2028-04,Andhra Pradesh,0,20.840638005260512,29668.055346132373,6.267661124199695,2436.5311651876814,3224.2668321415517,2910.3556898726533,32.46358766398469,60.396772543197486,3.144823354708215,0.6073673962706927,22.511495200472226,99.9056186175947,101478564.715996,27481.406
2028-05,Andhra Pradesh,0,21.486406154017946,29764.83123172173,6.36451157884046,2484.476150799044,2930.7333720947336,2802.860226772183,33.471157660796806,58.67045012405576,3.230756531957365,1.9458600340009249,21.18238191524347,99.5693256441764,101561934.08993796,27306.592
2028-06,Andhra Pradesh,0,22.55098834133943,29547.40344193891,6.309008603515726,2529.563807597394,3112.305457291763,2876.562960335945,30.721874795945894,67.11503983280834,3.680767711248772,3.040925362951775,17.650523308257192,99.50067308069517,101645829.70170183,27306.592
2028-07,Andhra Pradesh,0,21.98914659600237,29659.00450897659,6.254804652587609,2591.186206014553,3095.235689718032,2796.6716470751576,29.5642802029098,73.20648089008333,3.6814768028223854,4.170297400410386,15.315622538916848,99.47879234754475,101729838.15917544,27306.592
2028-08,Andhra Pradesh,0,21.82588445694245,29668.382416047032,6.478993640954755,2470.274561815464,3084.5321970318864,2817.982910551398,28.83123431091765,78.83677608073664,3.173798581585424,5.335502362995303,16.75042976461177,99.58600969559778,101814516.35787132,27306.592
2028-09,Andhra Pradesh,0,22.191355475205672,29700.821945901884,6.339761687902592,2514.749573122472,2934.5061231396394,2828.0874215684107,27.89858540436121,84.62584720421853,2.1818805908799708,5.375417110996412,15.746468574677342,99.75095106667618,101899275.51955804,27306.592
2028-10,Andhra Pradesh,0,22.721341858035974,29596.783605474564,6.03049957549441,2478.165642710175,3310.5313767394227,2963.2773645920656,26.72174703836464,85.54654350114149,1.817148556522795,4.798928532889065,15.2553728378093,100.03869034667257,101983952.26647627,28312.531
2028-11,Andhra Pradesh,0,23.474619285164536,29625.04529401163,6.213631271143261,2447.1744430871486,3146.758494783288,2709.7059833949006,24.66508446613722,85.29954443801678,2.070216993960564,3.3629235121803425,13.981710587933993,100.36123744348949,102068499.87584808,27306.592
2028-12,Andhra Pradesh,0,23.07122532436842,29769.740305708103,5.724862600505279,2660.9414900443776,3174.0071836814745,3001.173202878457,23.26596751862774,80.84740379056798,1.8780175766255225,0.485143524575399,14.655389102542536,100.52336513467404,102152564.69914608,28373.766
2029-01,Andhra Pradesh,0,20.80328047165468,30178.97894554412,5.85723469298196,2472.7973696817085,3002.73517758914,2683.1303664499137,24.245927905768347,75.26502692889814,1.8939326910183143,0.3936287690743927,14.808764786381213,100.54466675863527,102233983.67009597,28137.717
2029-02,Andhra Pradesh,0,22.66592028288909,30162.91124024752,5.987073927235608,2527.460854864422,3170.1323776298104,2827.331892326124,26.37644469570291,66.97206866730548,2.185483319735076,0.498648593128133,18.984222630961128,100.42611936626166,102317772.95865774,27306.592
2029-03,Andhra Pradesh,0,22.465034531448428,30074.63363118486,6.109495418589669,2622.9376644278823,3157.758056102844,2753.055853718287,29.71282467187146,62.48234453992911,2.7170481129744672,0.4557228404365467,20.88742659193861,100.18608055480269,102402901.6548011,27306.592
2029-04,Andhra Pradesh,0,21.228667041153383,30163.12261264326,6.285495990626808,2435.0226911421955,3210.7392266228617,2870.638556062488,32.23397857553586,61.17759166229083,3.1354315604036835,0.6420935918362356,22.31437164000668,99.92345863107748,102486949.72014455,27306.592
2029-05,Andhra Pradesh,0,21.92208071600741,30232.25924737766,6.3601555886594765,2518.704385891247,2984.655268979229,2852.598686412944,33.54974084998941,58.94494266121343,3.210026530248331,1.815571762392544,21.07787627220075,99.57775420578908,102570857.16620414,27306.592
2029-06,Andhra Pradesh,0,22.90986032776955,30133.538169152675,6.305332664227401,2469.180943907322,3092.5731210027843,2898.9070095766283,30.97077089329736,67.24044416986493,3.6391649669980537,3.154536199937743,17.691736622397947,99.48505188694423,102655063.7093315,27481.406
2029-07,Andhra Pradesh,0,22.366661401967463,30215.197328372346,6.272940689628392,2588.312375595552,3119.068696710007,2764.0452732496747,29.511603588912305,73.90720218123447,3.7701445884248783,4.4864107960150585,15.262808541602546,99.4848578145594,102739144.1821822,27306.592
2029-08,Andhra Pradesh,0,22.218508868245163,30282.31311669005,6.486378868338397,2501.0403436554902,3065.199662166281,2798.183937545697,28.65268639934212,79.90248989545564,3.1437008195042333,5.103639234069146,16.34017824068808,99.58547221183495,102823652.47065108,27306.592
2029-09,Andhra Pradesh,0,22.59129719013834,30247.53602088549,6.312480484651194,2494.874601268098,3083.1239152589483,2809.214406692331,27.88106447491309,85.07868171680066,2.2016155493003438,5.1439137871066745,15.862522163876076,99.7443248842588,102908175.77756388,27306.592
2029-10,Andhra Pradesh,0,23.1501399599096,30154.99579917039,6.052309636027204,2507.249217444589,3180.6778021234954,2969.558942785185,26.784881652894093,85.7506070783598,1.8000728322879231,5.123685632566443,15.191175124653231,100.05519663598832,102992530.5954888,28373.766
2029-11,Andhra Pradesh,0,23.864208524099748,30218.06765640948,6.250630431858311,2491.9367437486344,3168.224694287657,2805.162936316756,24.703092207586256,85.72294194564125,2.022806525997462,2.9744565193157357,13.99168961404479,100.36101589493975,103076957.1020782,27306.592
2029-12,Andhra Pradesh,0,23.459719259439336,30204.782467407524,5.709326495835772,2563.571722414946,3173.8756775816,2932.0354341474645,23.319365810222894,81.50215334064973,1.8962621484301971,0.9041746454830136,14.084830125393152,100.5162483760286,103161079.90585154,28312.531
2030-01,Andhra Pradesh,0,21.176395318072476,30761.32890518486,5.867880957790173,2486.6833147484244,3080.7259157738927,2678.379207190188,24.11247418624291,75.85232676571523,1.885564999567092,0.4014626667203078,15.095215931848976,100.54617243082367,103243786.26212922,28137.717
2030-02,Andhra Pradesh,0,23.06829684633681,30728.4995910686,5.965561949347679,2551.565985891367,3184.836919026972,2822.745054645127,26.444598639437928,67.9502599913685,2.2409273470129447,0.488768721247808,18.758330740666388,100.42521867687157,103327853.8746699,27306.592
2030-03,Andhra Pradesh,0,22.87439936038305,30741.97615923062,6.129661793954416,2623.7529438054144,3137.9770252382677,2770.7571423480967,29.661590248275907,62.7756906152973,2.665410413352548,0.3373756318882366,20.811931121452854,100.19001736800574,103410643.65628871,27306.592
2030-04,Andhra Pradesh,0,21.617274978046726,30655.198685663625,6.303059545006397,2433.6046656396647,3197.9823075954114,2831.4290607818743,32.006321767049066,61.95539911122132,3.126064368254639,0.6781863222351945,22.11656064475716,99.94130372503828,103495347.30162226,27306.592
2030-05,Andhra Pradesh,0,22.35716270688207,30700.61370515532,6.3554730976886535,2551.983438521408,3038.738821060548,2902.864605534471,33.63359659973944,59.21571309974123,3.18949356895521,1.6886002376279332,20.975901704786835,99.58577300947424,103579798.9733098,27481.406
2030-06,Andhra Pradesh,0,23.267521226442256,30721.443848855943,6.301850546843717,2408.3571582290915,3072.607392397166,2920.0562857779278,31.21826024837458,67.37372560280869,3.599006760933361,3.273377218824418,17.733480183927817,99.46933453359392,103664309.78518486,27481.406
2030-07,Andhra Pradesh,0,22.74468879492641,30772.260254038774,6.291145831913514,2586.557949153132,3143.1987538414696,2730.6604692703986,29.452958364232188,74.62072101563818,3.858799704612448,4.796543548546293,15.20586141631153,99.49112752252796,103748447.67366432,27306.592
2030-08,Andhra Pradesh,0,22.61196315917133,30896.122248912638,6.493195198838706,2532.044027813216,3047.0709525058624,2778.614189923522,28.473761356960853,80.96401183831998,3.1125272213663107,4.864000968676701,15.931860784509766,99.58494936471747,103832777.46294932,27306.592
2030-09,Andhra Pradesh,0,22.99196946857329,30793.37816137841,6.285432154217871,2475.1594990511503,3230.2718557671533,2791.208734642702,27.86688136956529,85.51681778277619,2.221085552590328,4.916858667668384,15.983007218723422,99.7379818038083,103917062.53923096,27306.592
2030-10,Andhra Pradesh,0,23.57865200341951,30713.00553711678,6.074969839529422,2536.6195610574296,3049.2992592603173,2977.1997111652204,26.84955772846897,85.95170770128206,1.782351203552371,5.448057126499846,15.12479434947394,100.07172879377562,104001100.6387734,28373.766
2030-11,Andhra Pradesh,0,24.252700535875768,30809.47638783184,6.287124091050039,2535.0523859725854,3191.2616313365147,2899.752949543397,24.74126177228144,86.15156261132068,1.9758331044806796,2.588515667171686,13.99592938874354,100.36042406843228,104085419.31804866,27481.406
2030-12,Andhra Pradesh,0,23.84756187420315,30640.22062019941,5.693433163611365,2465.8654047438345,3174.98478423636,2861.425597412865,23.371089853614343,82.16216509963054,1.9154318256142693,1.327603756600038,13.518272651650763,100.50902808466245,104169620.61338285,27306.592
2025-01,Arunachal Pradesh,0,9.322673248159932,20036.85734802359,7.916185394711488,2583.528143828363,2837.799249202425,2756.5522557886634,13.116840400482474,73.25865538471565,0.4660850155640385,2.3692497143041797,10.4492984240654,93.63178091615144,1921509.9276483068,27916.607
2025-02,Arunachal Pradesh,0,10.251278251547207,20054.513117649487,7.493195688720267,2691.581564900526,2894.572110484834,2811.2607354400698,15.34062145216874,73.34438801889756,0.4203190822217835,3.485084589736233,10.183943787693014,93.51653708808136,1924993.3450798665,27916.607
2025-03,Arunachal Pradesh,0,8.680213100026453,19974.05616713711,7.911241269900737,2481.636612562454,3039.32749768699,2908.073591761432,18.390317891564425,71.32528810580114,0.4059167967208585,4.787679462084275,11.083774832254742,93.35976891764136,1928650.42841891,28039.193
2025-04,Arunachal Pradesh,0,9.66767059427743,19954.196822714028,7.672181078839454,2669.907078881002,2863.303347747058,2818.002957503177,21.334361788212053,75.11760774456134,0.369153654037583,9.63767206321906,11.782711660403828,93.1539643143818,1932163.221038398,27708.088
2025-05,Arunachal Pradesh,0,8.630974087528802,19995.95637847025,8.22367191096086,2556.225805938896,3098.4351054389485,2860.7883928586807,23.84786572315384,76.19593519314677,0.322104535191432,12.111086141279598,13.013418113771875,92.9237938984122,1935664.5982789968,27747.232
2025-06,Arunachal Pradesh,0,9.091937053394888,20009.238967131623,8.490676143601045,2662.003835958506,2972.257473358585,2749.8369320000425,25.68597848089904,81.80795067299596,0.2585459954264307,18.393985554789097,12.535865437150116,92.63297338303704,1939193.1469770104,28234.959
2025-07,Arunachal Pradesh,0,8.69319574899271,20044.720031649984,7.711998230727762,2605.1392676673336,2904.2818303827084,2832.297995387908,26.211157186918104,84.25987725226322,0.231368542102193,20.29203601212645,13.961905453985322,92.61007307990428,1942713.0846411863,28234.959
2025-08,Arunachal Pradesh,0,10.003324373841682,20045.48422468521,8.26984167736152,2444.008937178474,2994.2012575154213,2679.1907174839457,26.52020414766633,82.59757976549619,0.2284566414274952,16.4863982779472,14.58853890412743,92.71872980250689,1946268.5915207227,28234.959
2025-09,Arunachal Pradesh,0,9.905881375312202,19971.650995069976,7.658348689749303,2568.7986522784254,2961.8266677649503,2659.428418178893,25.01185754199478,82.5313248446164,0.2286370363861853,13.757665426875857,12.88004183233113,93.02690546630488,1949823.662009008,28234.959
2025-10,Arunachal Pradesh,0,9.69509182167164,19852.03425738174,7.970427149444549,2569.165924676963,2898.665482679206,2923.20093124129,21.759398940605045,79.67669422918986,0.3028516602154548,6.529130743590184,12.815933624931958,93.3925775652333,1953363.973684401,27708.088
2025-11,Arunachal Pradesh,0,10.098151689062773,19931.08634983955,8.226410026248184,2585.4884734901075,3061.412400746265,2781.185970467895,17.295843573953995,75.46478748774769,0.4141925413594339,2.3776345076195744,12.766209811445709,93.60574651265976,1956915.0335745732,27624.646
2025-12,Arunachal Pradesh,0,8.817061788410701,19914.706794689733,7.8818788009053184,2537.048476006022,3019.4078039717147,2799.128312319413,14.182085035269766,74.84432924457462,0.4611149898161796,2.0680451300979144,11.102510786811726,93.65885510739078,1960440.4378350656,27916.607
2026-01,Arunachal Pradesh,0,9.456820637264562,20446.52262100044,8.24131275947225,2599.145644875377,2901.145398592764,2814.279167181944,13.000062981652771,73.30416000053197,0.4590302402069742,2.52696450460768,10.429129879480763,93.63843873617748,1963827.6994532987,27955.752
2026-02,Arunachal Pradesh,0,10.419477464846702,20364.333395572867,7.511072023568578,2596.8948230118235,2981.368551940268,2819.6410295858777,15.027591090102732,73.0270392648215,0.4191612743206644,3.616696772465312,10.252637717664513,93.53200489954678,1967341.26190894,27916.607
2026-03,Arunachal Pradesh,0,8.874776898153348,20415.99190196735,7.394953480864392,2541.517953033449,2853.5358643331224,2819.445256554865,18.530184070218983,70.92660604208324,0.411264742679961,4.8747778478769614,11.16427251020069,93.35568396018004,1970784.6836882292,28039.193
2026-04,Arunachal Pradesh,0,9.819387536079391,20378.815537180773,8.078715423579492,2628.8570095882,2851.628488910891,2820.478364013792,21.453935246993115,74.66770810900985,0.3701143189696039,9.716862129617937,11.879778358922833,93.18203592165784,1974357.2881715528,27708.088
2026-05,Arunachal Pradesh,0,8.823002033263833,20373.38194242269,8.056522420691516,2601.3236451144444,3131.7403964689,2900.1148292706075,23.73659849193528,76.4568036518862,0.320943415093074,12.21739763682543,12.808172479065686,92.9306019593746,1977907.9020923944,27708.088
2026-06,Arunachal Pradesh,0,9.232506553826346,20363.48407273969,8.816732889753121,2674.760852431914,3102.786204517437,2832.266423903315,25.620844217104988,81.54162904319386,0.2554355766617248,18.478809760520228,12.578206523295265,92.63010822520155,1981463.4224743648,27851.54
2026-07,Arunachal Pradesh,0,8.857315354653634,20475.84571082826,7.500959226014606,2621.9077647826225,2885.501154456464,2728.201895231084,26.186117896496405,83.93463371523112,0.2290177908538979,20.51546655020291,13.93698061871962,92.62421000511743,1984987.7787181304,27851.54
2026-08,Arunachal Pradesh,0,10.172209188581563,20470.40691846037,8.208231046503347,2403.35335491985,2925.296954773377,2689.4398017227927,26.490100912103845,82.29340458169611,0.2282284797101402,16.68806646925278,14.614787562406695,92.72204057425606,1988526.355790075,27851.54
2026-09,Arunachal Pradesh,0,10.055665687546927,20342.87563758756,7.766136434398681,2548.7951737651388,2924.949895378424,2722.36314226636,24.980635949575507,82.2570364166165,0.2290086410810773,13.883690200674152,12.97741166511943,93.02784875252992,1992060.5959204915,27851.54
2026-10,Arunachal Pradesh,0,9.889263119104603,20241.88604541186,7.840415595232197,2570.620996511984,2878.417956645837,2821.8379841617016,21.731032639558524,79.32381032871508,0.3057416565321404,6.633870571896499,12.971233707357188,93.41377357103278,1995574.1458996164,27324.668
2026-11,Arunachal Pradesh,0,10.264789646967555,20285.70810736372,8.23019809663509,2599.188494997397,3098.5768182720494,2819.410564301515,17.494658888683976,75.66400779176595,0.4114575074147819,2.571281830977247,12.634136041822009,93.60125729044636,1999115.091052414,27241.227
2026-12,Arunachal Pradesh,0,8.990159638692075,20384.479197142544,7.855950219031424,2592.0810919077044,3003.282372044605,2797.329981670603,14.255977143867623,74.41811415438575,0.4609313739350985,2.2443496215017387,11.052261170740056,93.6658607276035,2002646.976872829,27533.188
2027-01,Arunachal Pradesh,0,9.591022711827534,20854.14589396748,8.564695376623963,2612.609096675065,2964.8990290893084,2871.6175861828888,12.878439607627492,73.34814904405886,0.4519832294477757,2.683945100356045,10.412143116757628,93.64518756574384,2006147.3928673556,27572.332
2027-02,Arunachal Pradesh,0,10.58789337997775,20674.14282542264,7.518750000411082,2502.106346630475,3064.830099881965,2826.005846213134,14.717635672777709,72.70286600474762,0.4181830965903653,3.7471585613391856,10.324054470527702,93.54739660273576,2009687.111755148,27533.188
2027-03,Arunachal Pradesh,0,9.069676876012313,20859.12762720404,6.884617328031647,2602.215390742005,2667.243554229244,2731.155167991323,18.675183528587453,70.53003964615166,0.4166258420413795,4.9618838945727495,11.243919833299238,93.3517866093004,2012916.8958162968,27632.385
2027-04,Arunachal Pradesh,0,9.970638485644727,20802.7645106023,8.491774770905295,2588.0728821315133,2843.4943407750293,2825.055870276206,21.57093230794651,74.2275356067858,0.3709631845996783,9.796112745666166,11.972427013159049,93.21018187048018,2016552.5788715605,27363.812
2027-05,Arunachal Pradesh,0,9.014966396050369,20749.94777374683,7.889740961079213,2647.0211080751583,3167.585063200617,2940.4436638979987,23.621889506146506,76.72064422151401,0.31968297266305,12.325109383447572,12.601554606972735,92.93704111463668,2020152.9142214768,27324.668
2027-06,Arunachal Pradesh,0,9.372630164814076,20718.397579362867,9.14063090549926,2686.963177065218,3232.557110406015,2912.9156207101714,25.55530198915082,81.26676542561668,0.2523034752242672,18.56449763694237,12.623202388729649,92.6273243452756,2023734.6936725664,27851.54
2027-07,Arunachal Pradesh,0,9.02204955480284,20907.76727595353,7.285422887268468,2637.5658267958597,2863.523658096676,2623.159127262614,26.16131924650216,83.60525422328674,0.226738675123098,20.738469994767083,13.913239204091049,92.63847377798666,2027262.185522415,27851.54
2027-08,Arunachal Pradesh,0,10.340855086709812,20894.548815505976,8.148841952285695,2362.153691605229,2855.277602818878,2701.197714824695,26.459887399644018,81.98911344245518,0.2280870008390417,16.88778532347511,14.64301019277262,92.7253446286218,2030783.0871085413,27851.54
2027-09,Arunachal Pradesh,0,10.20577172363052,20713.40923904261,7.873760105250384,2529.415529448717,2888.7293098285654,2784.327387215434,24.950068895357216,81.98337194980465,0.2294569295807734,14.007139099218616,13.076332802270256,93.029004644256,2034296.3322854564,27851.54
2027-10,Arunachal Pradesh,0,10.08364750323789,20631.76566818457,7.710160157862552,2573.026195464964,2859.754847778961,2720.4224447986926,21.706008311068285,78.97786065767146,0.3085796866513972,6.740517009636397,13.122428281192256,93.43481888393316,2037783.6722997872,27324.668
